repo,pr,url,username,date,total
cucumber-rails,178,https://github.com/cucumber/cucumber-rails/pull/178,r00k,2011-10-04,126
aruba,88,https://github.com/cucumber/aruba/pull/88,hectcastro,2011-10-04,127
cucumber-js,29,https://github.com/cucumber/cucumber-js/pull/29,paulbjensen,2011-10-09,128
cucumber-rails,179,https://github.com/cucumber/cucumber-rails/pull/179,backspace,2011-10-10,129
cucumber-jvm,58,https://github.com/cucumber/cucumber-jvm/pull/58,jduey,2011-10-10,130
cucumber-jvm,59,https://github.com/cucumber/cucumber-jvm/pull/59,mmalmeida,2011-10-11,131
cucumber-js,30,https://github.com/cucumber/cucumber-js/pull/30,KushalP,2011-10-12,132
cucumber-jvm,63,https://github.com/cucumber/cucumber-jvm/pull/63,patrickmcmichael,2011-10-18,133
cucumber-js,31,https://github.com/cucumber/cucumber-js/pull/31,tristandunn,2011-10-20,134
cucumber-jvm,68,https://github.com/cucumber/cucumber-jvm/pull/68,jonasmaturana,2011-10-20,135
cucumber-ruby,160,https://github.com/cucumber/cucumber-ruby/pull/160,austinthecoder,2011-10-25,136
cucumber-ruby,163,https://github.com/cucumber/cucumber-ruby/pull/163,richardlawrence,2011-10-26,137
cucumber-rails,181,https://github.com/cucumber/cucumber-rails/pull/181,mpabst,2011-10-31,138
cucumber-ruby,165,https://github.com/cucumber/cucumber-ruby/pull/165,dynaum,2011-11-01,139
cucumber-jvm,80,https://github.com/cucumber/cucumber-jvm/pull/80,ErikMejerHansen,2011-11-02,140
cucumber-ruby,166,https://github.com/cucumber/cucumber-ruby/pull/166,jpatokal,2011-11-04,141
cucumber-ruby,168,https://github.com/cucumber/cucumber-ruby/pull/168,gga,2011-11-07,142
cucumber-ruby,172,https://github.com/cucumber/cucumber-ruby/pull/172,charleseff,2011-11-11,143
cucumber-jvm,92,https://github.com/cucumber/cucumber-jvm/pull/92,gisode,2011-11-15,144
cucumber-ruby,178,https://github.com/cucumber/cucumber-ruby/pull/178,leachdaniel,2011-11-18,145
cucumber-ruby,182,https://github.com/cucumber/cucumber-ruby/pull/182,niklas,2011-11-21,146
cucumber-jvm,95,https://github.com/cucumber/cucumber-jvm/pull/95,anagrius,2011-11-22,147
cucumber-ruby,183,https://github.com/cucumber/cucumber-ruby/pull/183,chrishunt,2011-11-23,148
cucumber-ruby,184,https://github.com/cucumber/cucumber-ruby/pull/184,richardkmichael,2011-11-24,149
cucumber-rails,185,https://github.com/cucumber/cucumber-rails/pull/185,thijsnado,2011-11-25,150
cucumber-ruby,187,https://github.com/cucumber/cucumber-ruby/pull/187,stefanhaller,2011-11-29,151
cucumber-ruby,191,https://github.com/cucumber/cucumber-ruby/pull/191,ghost,2011-12-02,152
cucumber-ruby,193,https://github.com/cucumber/cucumber-ruby/pull/193,litvinok,2011-12-02,153
cucumber-jvm,100,https://github.com/cucumber/cucumber-jvm/pull/100,patrickbcullen,2011-12-02,154
cucumber-jvm,103,https://github.com/cucumber/cucumber-jvm/pull/103,avh4,2011-12-04,155
cucumber-jvm,104,https://github.com/cucumber/cucumber-jvm/pull/104,jterhune,2011-12-05,156
cucumber-js,37,https://github.com/cucumber/cucumber-js/pull/37,olivoil,2011-12-06,157
aruba,95,https://github.com/cucumber/aruba/pull/95,davetron5000,2011-12-07,158
cucumber-jvm,109,https://github.com/cucumber/cucumber-jvm/pull/109,hauner,2011-12-07,159
cucumber-jvm,117,https://github.com/cucumber/cucumber-jvm/pull/117,rmannibucau,2011-12-08,160
cucumber-jvm,118,https://github.com/cucumber/cucumber-jvm/pull/118,pettermahlen,2011-12-09,161
cucumber-ruby,203,https://github.com/cucumber/cucumber-ruby/pull/203,jmerrifield,2011-12-12,162
cucumber-jvm,120,https://github.com/cucumber/cucumber-jvm/pull/120,dwskoog,2011-12-19,163
aruba,98,https://github.com/cucumber/aruba/pull/98,tdreyno,2011-12-21,164
aruba,99,https://github.com/cucumber/aruba/pull/99,taylor,2011-12-23,165
aruba,103,https://github.com/cucumber/aruba/pull/103,yuya-takeyama,2012-01-01,166
cucumber-jvm,123,https://github.com/cucumber/cucumber-jvm/pull/123,dkowis,2012-01-02,167
cucumber-ruby,206,https://github.com/cucumber/cucumber-ruby/pull/206,laserlemon,2012-01-03,168
cucumber-ruby,209,https://github.com/cucumber/cucumber-ruby/pull/209,tcwitte,2012-01-05,169
cucumber-jvm,129,https://github.com/cucumber/cucumber-jvm/pull/129,windyroad,2012-01-05,170
cucumber-rails,191,https://github.com/cucumber/cucumber-rails/pull/191,gavinhughes,2012-01-11,171
cucumber-jvm,132,https://github.com/cucumber/cucumber-jvm/pull/132,hiredman,2012-01-11,172
cucumber-ruby,214,https://github.com/cucumber/cucumber-ruby/pull/214,moro,2012-01-16,173
cucumber-rails,194,https://github.com/cucumber/cucumber-rails/pull/194,mipearson,2012-01-17,174
cucumber-jvm,150,https://github.com/cucumber/cucumber-jvm/pull/150,marcisme,2012-01-19,175
cucumber-jvm,162,https://github.com/cucumber/cucumber-jvm/pull/162,nfisher,2012-01-22,176
cucumber-jvm,175,https://github.com/cucumber/cucumber-jvm/pull/175,rferraz,2012-01-25,177
cucumber-jvm,183,https://github.com/cucumber/cucumber-jvm/pull/183,ffbit,2012-01-30,178
cucumber-jvm,185,https://github.com/cucumber/cucumber-jvm/pull/185,klausbayrhammer,2012-02-01,179
cucumber-jvm,187,https://github.com/cucumber/cucumber-jvm/pull/187,vladimirkl,2012-02-01,180
cucumber-jvm,188,https://github.com/cucumber/cucumber-jvm/pull/188,vasiliygagin,2012-02-01,181
cucumber-jvm,190,https://github.com/cucumber/cucumber-jvm/pull/190,mattnathan,2012-02-02,182
cucumber-jvm,192,https://github.com/cucumber/cucumber-jvm/pull/192,paoloambrosio,2012-02-02,183
cucumber-jvm,197,https://github.com/cucumber/cucumber-jvm/pull/197,sabrams,2012-02-07,184
cucumber-ruby,221,https://github.com/cucumber/cucumber-ruby/pull/221,Empact,2012-02-07,185
cucumber-jvm,200,https://github.com/cucumber/cucumber-jvm/pull/200,rapaul,2012-02-08,186
cucumber-jvm,202,https://github.com/cucumber/cucumber-jvm/pull/202,manne,2012-02-11,187
cucumber-jvm,213,https://github.com/cucumber/cucumber-jvm/pull/213,carlduevel,2012-02-19,188
cucumber-ruby,231,https://github.com/cucumber/cucumber-ruby/pull/231,hron84,2012-02-19,189
cucumber-jvm,215,https://github.com/cucumber/cucumber-jvm/pull/215,undees,2012-02-19,190
aruba,108,https://github.com/cucumber/aruba/pull/108,argent-smith,2012-02-21,191
cucumber-ruby,234,https://github.com/cucumber/cucumber-ruby/pull/234,mwatkins,2012-02-22,192
cucumber-jvm,218,https://github.com/cucumber/cucumber-jvm/pull/218,gphilipp,2012-02-22,193
cucumber-ruby,237,https://github.com/cucumber/cucumber-ruby/pull/237,meyering,2012-02-27,194
cucumber-jvm,226,https://github.com/cucumber/cucumber-jvm/pull/226,trnl,2012-02-28,195
cucumber-ruby,238,https://github.com/cucumber/cucumber-ruby/pull/238,L2G,2012-02-29,196
cucumber-jvm,229,https://github.com/cucumber/cucumber-jvm/pull/229,hutchy2570,2012-02-29,197
cucumber-rails,200,https://github.com/cucumber/cucumber-rails/pull/200,brauliobo,2012-03-01,198
cucumber-jvm,239,https://github.com/cucumber/cucumber-jvm/pull/239,jharmn,2012-03-02,199
cucumber-jvm,243,https://github.com/cucumber/cucumber-jvm/pull/243,PhilipMay,2012-03-03,200
cucumber-ruby,243,https://github.com/cucumber/cucumber-ruby/pull/243,treyhyde,2012-03-04,201
cucumber-jvm,248,https://github.com/cucumber/cucumber-jvm/pull/248,rplevy-draker,2012-03-08,202
cucumber-ruby,245,https://github.com/cucumber/cucumber-ruby/pull/245,avalanche123,2012-03-08,203
cucumber-jvm,252,https://github.com/cucumber/cucumber-jvm/pull/252,jeremyGoupil,2012-03-10,204
cucumber-ruby,247,https://github.com/cucumber/cucumber-ruby/pull/247,Vanuan,2012-03-11,205
cucumber-js,48,https://github.com/cucumber/cucumber-js/pull/48,tdekoning,2012-03-12,206
cucumber-jvm,256,https://github.com/cucumber/cucumber-jvm/pull/256,rexhoffman,2012-03-12,207
cucumber-jvm,257,https://github.com/cucumber/cucumber-jvm/pull/257,jeromebenois,2012-03-13,208
cucumber-rails,204,https://github.com/cucumber/cucumber-rails/pull/204,panozzaj,2012-03-21,209
cucumber-jvm,273,https://github.com/cucumber/cucumber-jvm/pull/273,ilanpillemer,2012-03-23,210
cucumber-jvm,274,https://github.com/cucumber/cucumber-jvm/pull/274,dgradl,2012-03-23,211
cucumber-ruby,252,https://github.com/cucumber/cucumber-ruby/pull/252,chasestubblefield,2012-03-28,212
cucumber-jvm,277,https://github.com/cucumber/cucumber-jvm/pull/277,mva,2012-03-28,213
cucumber-ruby,255,https://github.com/cucumber/cucumber-ruby/pull/255,iafonov,2012-03-29,214
cucumber-jvm,282,https://github.com/cucumber/cucumber-jvm/pull/282,pawel-s,2012-03-29,215
cucumber-ruby,259,https://github.com/cucumber/cucumber-ruby/pull/259,rtyler,2012-04-02,216
cucumber-jvm,294,https://github.com/cucumber/cucumber-jvm/pull/294,duck1123,2012-04-06,217
cucumber-ruby,262,https://github.com/cucumber/cucumber-ruby/pull/262,taranchenko,2012-04-07,218
cucumber-ruby,266,https://github.com/cucumber/cucumber-ruby/pull/266,akiellor,2012-04-09,219
cucumber-js,55,https://github.com/cucumber/cucumber-js/pull/55,renier,2012-04-10,220
cucumber-rails,208,https://github.com/cucumber/cucumber-rails/pull/208,roryokane,2012-04-20,221
cucumber-rails,209,https://github.com/cucumber/cucumber-rails/pull/209,rdlugosz,2012-04-22,222
cucumber-jvm,307,https://github.com/cucumber/cucumber-jvm/pull/307,tknerr,2012-04-24,223
cucumber-rails,210,https://github.com/cucumber/cucumber-rails/pull/210,levmatta-umanni,2012-04-26,224
cucumber-ruby,277,https://github.com/cucumber/cucumber-ruby/pull/277,chrisbloom7,2012-05-03,225
cucumber-jvm,314,https://github.com/cucumber/cucumber-jvm/pull/314,Synesso,2012-05-09,226
cucumber-cpp,43,https://github.com/cucumber/cucumber-cpp/pull/43,barneywilliams,2012-05-13,227
cucumber-ruby,284,https://github.com/cucumber/cucumber-ruby/pull/284,os97673,2012-05-21,228
cucumber-js,67,https://github.com/cucumber/cucumber-js/pull/67,remkoboschker,2012-05-24,229
cucumber-ruby,286,https://github.com/cucumber/cucumber-ruby/pull/286,narwen,2012-05-28,230
cucumber-jvm,332,https://github.com/cucumber/cucumber-jvm/pull/332,semperos,2012-05-30,231
cucumber-jvm,342,https://github.com/cucumber/cucumber-jvm/pull/342,mattharr,2012-06-12,232
aruba,117,https://github.com/cucumber/aruba/pull/117,iconoclast,2012-06-21,233
cucumber-ruby,293,https://github.com/cucumber/cucumber-ruby/pull/293,TylerRick,2012-06-21,234
cucumber-js,73,https://github.com/cucumber/cucumber-js/pull/73,zoeyg,2012-06-22,235
cucumber-js,75,https://github.com/cucumber/cucumber-js/pull/75,hairyhum,2012-06-27,236
aruba,120,https://github.com/cucumber/aruba/pull/120,mvz,2012-06-30,237
cucumber-ruby,295,https://github.com/cucumber/cucumber-ruby/pull/295,brynary,2012-07-02,238
cucumber-js,76,https://github.com/cucumber/cucumber-js/pull/76,dmcaulay,2012-07-04,239
cucumber-jvm,356,https://github.com/cucumber/cucumber-jvm/pull/356,kevinc,2012-07-06,240
cucumber-jvm,357,https://github.com/cucumber/cucumber-jvm/pull/357,tryge,2012-07-06,241
aruba,121,https://github.com/cucumber/aruba/pull/121,LTe,2012-07-09,242
cucumber-ruby,300,https://github.com/cucumber/cucumber-ruby/pull/300,aaronjensen,2012-07-13,243
cucumber-jvm,363,https://github.com/cucumber/cucumber-jvm/pull/363,kimsaabyepedersen,2012-07-21,244
aruba,122,https://github.com/cucumber/aruba/pull/122,mdespuits,2012-07-21,245
cucumber-js,79,https://github.com/cucumber/cucumber-js/pull/79,worldofchris,2012-07-24,246
cucumber-rails,218,https://github.com/cucumber/cucumber-rails/pull/218,voxik,2012-07-27,247
cucumber-rails,220,https://github.com/cucumber/cucumber-rails/pull/220,betelgeuse,2012-07-31,248
cucumber-jvm,365,https://github.com/cucumber/cucumber-jvm/pull/365,ti3r,2012-07-31,249
cucumber-js,83,https://github.com/cucumber/cucumber-js/pull/83,s9tpepper,2012-08-03,250
cucumber-jvm,371,https://github.com/cucumber/cucumber-jvm/pull/371,marquiswang,2012-08-07,251
cucumber-jvm,374,https://github.com/cucumber/cucumber-jvm/pull/374,bezda,2012-08-14,252
cucumber-ruby,306,https://github.com/cucumber/cucumber-ruby/pull/306,zeljkofilipin,2012-08-14,253
cucumber-jvm,377,https://github.com/cucumber/cucumber-jvm/pull/377,kopa,2012-08-20,254
cucumber-ruby,308,https://github.com/cucumber/cucumber-ruby/pull/308,tricknotes,2012-08-29,255
cucumber-jvm,385,https://github.com/cucumber/cucumber-jvm/pull/385,mbusik,2012-09-01,256
cucumber-rails,225,https://github.com/cucumber/cucumber-rails/pull/225,alindeman,2012-09-05,257
cucumber-ruby,313,https://github.com/cucumber/cucumber-ruby/pull/313,avit,2012-09-13,258
cucumber-js,86,https://github.com/cucumber/cucumber-js/pull/86,johngeorgewright,2012-09-13,259
cucumber-ruby,319,https://github.com/cucumber/cucumber-ruby/pull/319,willglynn,2012-09-22,260
cucumber-ruby,321,https://github.com/cucumber/cucumber-ruby/pull/321,danbernier,2012-09-25,261
aruba,124,https://github.com/cucumber/aruba/pull/124,jarl-dk,2012-09-26,262
cucumber-ruby,324,https://github.com/cucumber/cucumber-ruby/pull/324,drbrain,2012-09-28,263
cucumber-ruby,326,https://github.com/cucumber/cucumber-ruby/pull/326,rwillmer,2012-10-04,264
cucumber-ruby,329,https://github.com/cucumber/cucumber-ruby/pull/329,fcbeyer,2012-10-16,265
cucumber-ruby,331,https://github.com/cucumber/cucumber-ruby/pull/331,martco,2012-10-19,266
cucumber-jvm,409,https://github.com/cucumber/cucumber-jvm/pull/409,skipoleschris,2012-10-24,267
cucumber-jvm,411,https://github.com/cucumber/cucumber-jvm/pull/411,joelbyrnes,2012-10-25,268
cucumber-ruby,333,https://github.com/cucumber/cucumber-ruby/pull/333,patrickkusebauch,2012-10-29,269
cucumber-ruby,336,https://github.com/cucumber/cucumber-ruby/pull/336,robertodecurnex,2012-10-31,270
cucumber-js,96,https://github.com/cucumber/cucumber-js/pull/96,isra17,2012-11-01,271
cucumber-jvm,416,https://github.com/cucumber/cucumber-jvm/pull/416,tsundberg,2012-11-07,272
cucumber-js,98,https://github.com/cucumber/cucumber-js/pull/98,mcollina,2012-11-08,273
aruba,132,https://github.com/cucumber/aruba/pull/132,cknadler,2012-11-10,274
cucumber-js,99,https://github.com/cucumber/cucumber-js/pull/99,nnarhinen,2012-11-13,275
cucumber-jvm,423,https://github.com/cucumber/cucumber-jvm/pull/423,tsuhachev,2012-11-14,276
cucumber-jvm,425,https://github.com/cucumber/cucumber-jvm/pull/425,agattiker,2012-11-16,277
cucumber-ruby,342,https://github.com/cucumber/cucumber-ruby/pull/342,cjapes,2012-11-17,278
cucumber-jvm,429,https://github.com/cucumber/cucumber-jvm/pull/429,wjpowell,2012-11-20,279
cucumber-js,100,https://github.com/cucumber/cucumber-js/pull/100,jeremydstanton,2012-11-24,280
cucumber-rails,228,https://github.com/cucumber/cucumber-rails/pull/228,robin850,2012-11-25,281
cucumber-jvm,430,https://github.com/cucumber/cucumber-jvm/pull/430,Mishail,2012-11-27,282
cucumber-jvm,431,https://github.com/cucumber/cucumber-jvm/pull/431,anshulbajpai,2012-11-27,283
cucumber-cpp,52,https://github.com/cucumber/cucumber-cpp/pull/52,Sabst,2012-12-03,284
